restaurant,period,forecast_origin,target_date,q025,q05,q20,q25,q35,median,q65,q75,q80,q95,q975,predictive_sd,lead_days,actual_sales,actual_available,run_id
all,historical_model_estimate,2025-02-28,2024-01-06,42455.77346284074,42949.82572821314,44376.82409607917,44617.45599097975,45218.64001562348,45893.20245833427,46530.35413190383,47138.44368243806,47535.64765822996,48997.73696634299,49517.89222434474,1862.6702019668264,-419,46951.53863728483,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-01-06,7579.007766420809,7875.211517181254,8660.738741165835,8830.859906396787,9079.773177681145,9442.697957833076,9833.167354957786,10135.116198148547,10268.022385357623,10982.630691955435,11189.02140979857,953.8190033041681,-419,9648.55345209307,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-01-06,10676.666971180535,10952.162461459742,11724.98921651331,11838.755662124204,12109.48763655411,12341.998045377968,12665.100344835677,12883.511218561669,13062.79767199595,13938.971325322857,14236.488570428952,874.473729527866,-419,12044.985269698203,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-01-06,11124.580883110943,11439.970344290965,12236.976951604065,12354.63438600483,12634.82980427814,12943.58335269988,13229.289851552758,13522.115602187783,13667.25307723592,14455.440414943128,14664.935881664635,897.3732121499587,-419,13480.154626597723,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-01-06,9440.860847318709,9717.787204729377,10453.071321864592,10595.103820328792,10778.899010025274,11124.28767066108,11470.697373038309,11729.087207259206,11878.512694867166,12592.475768378523,12870.026866390592,908.5198315717784,-419,11777.845288895836,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-01-07,41773.07826466659,42322.97058341564,43466.896038970925,43742.23485014974,44309.48706594413,44915.80415897861,45628.52607800016,46081.73109645995,46349.46557095587,47780.35008204301,48401.732714687234,1713.6076782844482,-418,45119.72319584995,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-01-07,6953.744186212436,7181.591597648887,7826.479761946519,7977.843644401508,8286.142848959522,8676.216822409358,9007.816305131935,9283.005558602094,9422.685826955381,10269.006877254806,10638.080126634879,965.5762611117813,-418,8624.815763297896,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-01-07,10991.32911284652,11322.997486862729,12090.296085560834,12202.178848963576,12459.088549833601,12804.072392414453,13166.202234516064,13414.018505321857,13549.726981284903,14269.139484659094,14485.617535361833,898.295846877449,-418,12609.466844809158,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-01-07,11536.380939948347,11817.851043777875,12427.047432004762,12584.012653025147,12750.978579975173,13042.691948385138,13322.183875195538,13591.459934480079,13704.43876160052,14392.895751453632,14669.740681947178,796.9033495512942,-418,13884.713387003065,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-01-07,8529.711656601472,8978.143219620071,9702.269401964446,9852.447262144902,10055.535589672183,10405.071619472545,10754.180813982508,10992.14526686318,11164.545295176265,11861.957583280388,12121.95701033979,909.0598017101894,-418,10000.72720073983,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-01-08,41315.674082162564,41605.755822755855,42652.14803801047,42862.61404640063,43271.65710140022,43739.46835533176,44346.109848579865,44767.69825368749,44992.18435374824,46165.99146527652,46679.10561005268,1406.4147131227487,-417,43345.93346994174,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-01-08,6033.5482749727935,6215.988298197766,6925.849743424154,7063.471148934224,7292.55525108033,7624.827827695548,7934.677969907702,8136.352978085781,8276.192368547436,8904.685409495303,9127.049943824628,797.3784697335645,-417,7536.403931992762,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-01-08,12323.781872018546,12597.578971740333,13122.140883328184,13259.702579087942,13463.597586941645,13715.050445936657,13972.424287102223,14103.725818572395,14222.401011880876,14724.678934299505,14925.47791301234,651.1946803164309,-417,13895.983614235,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-01-08,11294.951829433883,11523.7277856509,12106.418710855847,12212.224273179603,12415.903165604434,12679.767398596658,12929.473528304597,13124.309722066519,13242.839467733946,13883.734107580382,14068.446540178635,697.497868929714,-417,11801.205513898904,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-01-08,8656.661543043867,8823.320046172066,9292.311085078278,9404.085107919076,9596.226718110542,9872.11700491649,10129.421701428284,10323.25102322077,10448.99443639471,10981.415899832466,11187.922380306927,660.9620592114386,-417,10112.34040981507,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-01-09,41386.056532525596,41944.55574501322,43177.46668588753,43395.40644930555,43761.79066260571,44381.48157049884,45002.50961529383,45426.83269169033,45705.31410451547,46942.648496506816,47356.827409695885,1525.4523565704785,-416,45433.45548667189,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-01-09,6551.135223897508,6862.71434565591,7481.510410219154,7604.89259466311,7818.374851702369,8160.073433610557,8489.046789526272,8702.99983662842,8863.594060901307,9453.759348185997,9729.69105662466,804.6923076492668,-416,7406.722711816925,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-01-09,12378.777249548739,12706.246585189272,13214.517972902224,13295.5091469284,13475.304276983188,13734.747863049399,13994.90787367931,14224.6920704066,14318.510899929746,14925.763037253291,15110.591263060462,704.1931719734696,-416,14445.936100474944,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-01-09,10050.409632144703,10239.11553225255,10954.900173820819,11085.90735459282,11345.591054356975,11655.91650675321,11967.451403777517,12228.435149218007,12365.832447338833,12905.847928851714,13161.570041749937,817.7715672211853,-416,11785.900669474142,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-01-09,9543.407740641422,9734.848581894406,10239.927051119792,10372.475612890388,10543.529774579969,10833.196319004503,11087.03834640355,11308.687849104277,11435.115401788747,12025.232361714301,12243.275153675037,712.48093789538,-416,11794.896004905882,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-01-10,43973.47523205498,44400.7376406905,45607.149266493296,45842.27322418158,46241.57089424047,46800.31088673066,47347.746158927046,47735.242522009925,47931.34116943409,49005.53287580999,49449.668769346405,1423.6433403021722,-415,48176.833621951526,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-01-10,7103.927485411914,7408.165393332876,8116.767664118289,8210.882200360262,8435.831916539295,8770.115103743927,9031.780257889288,9220.477537606355,9359.006036954373,9993.186370563564,10235.458023944879,776.6797900022796,-415,9178.113360842108,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-01-10,12737.333120393412,12914.514306773144,13416.244274783605,13502.272837743687,13721.785093211247,13945.399090343315,14195.694287296032,14395.25188261037,14524.528592616274,15001.192605923106,15224.223074959247,640.6589255918885,-415,14212.727252716575,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-01-10,10821.704914314154,11050.061841947272,11621.447509100135,11740.453519116456,12015.157267499173,12258.60047836315,12516.817950928731,12718.584705734349,12839.686557197288,13448.038486974883,13590.662993045878,724.1097935146787,-415,12406.772304141989,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-01-10,10370.68751786202,10644.820520424919,11289.929870116526,11396.996454123488,11606.930792190056,11847.006325681854,12087.553854401674,12306.664785596762,12397.402294969468,12933.142344565633,13107.754332476887,693.1583556063396,-415,12379.220704250854,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-01-11,45164.51202541963,45413.93005269264,46545.95662010907,46821.82076893846,47207.13889815719,47736.29010818932,48305.69555110299,48728.13095697157,48978.415057748956,50067.39760791444,50624.010941702305,1413.553359848757,-414,48082.891666639654,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-01-11,7655.021346378965,7882.610354362025,8494.24443763285,8679.593712114269,8924.836348484243,9221.561064947282,9512.465491583971,9723.977091573746,9843.166101449222,10485.32838024706,10713.180071409235,794.0385072481182,-414,9509.768637375728,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-01-11,12054.598556017609,12226.124841368446,12770.051905398506,12898.753390100243,13080.74106751517,13356.912371303644,13631.731271287916,13815.304456319565,13941.671705946517,14396.37681886055,14526.205177389704,667.5638043658118,-414,13783.48193252622,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-01-11,11393.305550170948,11634.236347336277,12084.188010921858,12185.440512335315,12395.036852407797,12676.248386031835,12917.461881995325,13080.168984636726,13173.223620442976,13757.65100887367,13973.87139553048,664.1674113909085,-414,13284.049651971913,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-01-11,11215.43931582802,11446.220283260007,11969.430779728333,12090.072065312706,12309.200369756965,12563.092069698507,12840.072159205283,13005.193775994121,13101.469106782952,13659.72728554859,13821.538703078588,685.626115179762,-414,11505.5914447658,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-01-12,45498.60809914998,45920.3854480003,47021.15322221399,47294.95653436385,47706.512453878226,48259.391444899884,48771.203229522456,49259.97292895192,49506.86532075333,50463.56831516162,51059.28725639783,1407.0905882426605,-413,,False,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-01-12,8179.855708191141,8490.064714127107,9204.798212664029,9347.88115473368,9582.388335209656,9905.33044815612,10205.69901721641,10431.357001990766,10555.41202053447,11152.997517317963,11346.783025667532,800.3685908168395,-413,10290.511670335076,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-01-12,11264.933791552798,11439.248609062712,11920.863221738486,12035.394305075251,12228.171576114279,12497.771742730432,12746.213039926266,12969.25115885285,13079.205046798705,13669.057881642342,13868.758812976039,667.2464762971366,-413,,False,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-01-12,12169.336917740653,12389.987382437375,12969.52275211743,13070.296739923686,13279.49862634863,13519.7821395133,13767.801001923464,13988.178525878102,14089.330533716919,14658.536170338206,14993.22331099879,684.6094435046505,-413,14076.454698410467,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-01-12,11044.634327915472,11242.208210191975,11752.475976840162,11868.816300157,12041.327167067053,12308.481579806918,12566.09405892401,12775.763201452197,12893.655070765555,13490.257962636884,13629.24537117655,672.4092108772658,-413,12780.683494177056,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-01-13,44372.21152939194,44761.48729338714,46089.08372646226,46340.98724181118,46837.82832650179,47353.51400145717,47950.47885061778,48329.09546664463,48560.83277392666,49803.73636746463,50141.20270617523,1494.5834177976426,-412,,False,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-01-13,8101.469028844794,8386.693971482377,9005.028813406423,9148.944605679633,9359.151580789094,9659.679699414626,9965.419279713753,10171.940022572404,10323.582206730696,10906.352651844643,11150.308070132029,770.4223557384156,-412,,False,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-01-13,10956.678085474721,11158.652193055423,11661.403304026731,11769.042578451234,11997.631303802273,12237.988345101085,12486.87594667768,12647.735955114982,12744.489197679564,13344.370818598005,13511.516967133844,652.4458018530959,-412,13717.46387171898,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-01-13,12378.290246573833,12534.345166304038,13166.225028653922,13277.4045588857,13543.913212100306,13802.6285192857,14100.445059660415,14361.4848055295,14495.788964902884,15145.092551773749,15454.32774227337,789.2842998066515,-412,13815.766432533892,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-01-13,10301.087108548481,10487.766296449972,11046.610907456079,11172.984325786692,11346.099330531566,11589.592726067569,11905.458346838212,12082.319310935954,12203.78486450277,12735.755082857188,12945.046668201485,688.6333609614862,-412,11902.050268207062,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-01-14,42838.619470144135,43204.602827864706,44386.30329610469,44618.97833736361,44957.6371375854,45455.062847210866,46013.74415020505,46418.471078717805,46657.67751891376,47832.34618584525,48244.04639623684,1386.9147805481182,-411,45167.802027631034,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-01-14,7245.651697266105,7562.837739350789,8103.834268280051,8239.169656916412,8447.43850206589,8711.922963212595,9023.091910646484,9246.02545932343,9345.285926167788,9919.293161198955,10134.882721285017,741.5823050916347,-411,8239.91178060152,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-01-14,11581.981867968314,11782.794043190344,12382.447329003155,12478.751864989823,12664.651247687918,12937.31035045595,13209.646691914348,13397.702912993083,13475.079095518475,13972.976667245155,14152.297288782267,658.518849050509,-411,12972.691062276312,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-01-14,12220.747992668737,12413.706304894227,12915.861801693869,13061.411801455191,13252.741608710066,13502.7420620726,13781.6064282182,14015.551266628723,14107.762211061809,14688.617181459882,14944.423170116292,705.3676196225225,-411,12818.595218017994,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-01-14,9032.67166809609,9211.14216256318,9759.584555098743,9849.688403621765,10052.185709656997,10319.371074262417,10565.648052375585,10798.030907850018,10907.353055414922,11395.547320777594,11696.348948857536,668.3779721148898,-411,11136.603966735209,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-01-15,41670.666958953814,41972.40775432905,43053.304197694655,43326.815116585974,43692.17661380439,44167.279549236155,44668.28361310101,45071.78170554631,45323.35778809501,46305.86890226,46752.73216528342,1312.3240848301293,-410,41255.008255138004,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-01-15,6317.775091391094,6500.014565967583,7044.404708480117,7168.6692004300985,7372.212507564453,7656.4091461088465,7916.93136168354,8107.3417631579405,8247.2016943259,8886.145528836894,9163.611079508837,737.212610231735,-410,7144.621369745782,True,2025-02-28_downtown
